bought,region,size,oldest,income,children,race,connection,hispanic
24.99,3,2,4,7,1,1,1,1
20.48,3,5,6,7,1,1,1,1
9.19,4,2,11,1,1,2,1,1
101.64,1,2,8,7,0,1,1,0
52.45,3,3,10,5,1,1,1,1
10.38,2,4,9,6,1,1,0,0
1.49,4,2,3,5,1,1,1,1
539.7,1,4,9,7,0,1,1,0
14.47,3,4,9,7,1,1,1,1
1429.66,1,2,5,6,0,1,1,0
64.71,4,2,5,7,0,1,1,1
126.19,1,4,6,7,1,1,1,0
11.21,3,3,7,5,1,2,1,0
33.56,2,6,10,5,1,1,1,0
26.95,3,4,5,7,1,1,1,1
137.15,1,1,7,7,0,1,1,0
647.85,2,2,8,2,1,1,1,0
17.93,2,2,10,5,0,1,1,1
8.68,3,4,8,3,1,1,1,0
29.99,3,4,3,5,1,1,1,0
40.94,2,2,8,7,0,1,1,1
152.43,3,4,6,5,1,1,1,0
57.88,2,1,6,6,0,1,1,0
107.88,4,1,11,7,0,1,1,0
132.33,1,5,6,4,1,1,1,0
134.02,3,3,8,7,1,1,1,0
72.43,4,4,3,5,1,1,1,0
23.99,4,3,7,7,1,1,1,0
33.31,4,2,5,7,0,3,1,0
33.2,2,3,8,7,1,1,1,0
127.15,2,5,6,6,1,1,0,0
44.24,2,4,4,1,1,2,1,0
11.99,1,2,10,3,0,1,1,0
71.35,4,5,9,4,1,1,1,0
120.18,2,2,7,3,0,2,1,0
202.61,3,2,7,7,0,1,1,1
9.47,2,1,11,5,0,1,1,1
147.08,4,3,9,7,1,3,1,0
19.99,4,1,7,6,0,1,1,1
166.75,4,4,11,7,1,1,1,0
506.01,3,4,8,6,1,1,1,0
1918.11,2,5,9,3,1,1,1,0
23.93,3,5,10,4,1,1,1,0
17.48,1,3,5,3,1,2,1,0
145.42,2,2,8,5,0,1,1,1
196.24,4,3,11,7,1,1,1,0
111.41,4,2,9,5,0,1,1,0
23.06,4,2,4,5,0,1,1,0
639.9,1,6,6,7,1,1,1,0
481.77,3,1,5,4,0,1,1,1
245.14,3,2,8,5,0,2,1,0
37.52,4,5,8,6,1,1,1,1
402.48,3,2,9,7,1,1,1,1
1224.32,2,2,6,4,0,1,1,0
152.29,1,1,11,2,0,1,1,0
11.98,3,2,10,7,1,1,1,1
173.79,1,3,11,5,1,1,1,0
11.16,4,3,7,5,1,1,1,0
24.88,4,2,10,1,0,1,1,1
239.65,1,4,9,1,1,1,1,0
24.99,1,3,10,5,1,1,1,0
7,4,3,5,2,1,1,1,1
101.86,2,3,7,6,1,1,1,0
22.36,4,3,7,5,1,1,1,0
8.9,2,2,10,6,1,1,1,1
54.99,1,4,10,6,1,1,1,0
359,3,3,4,2,1,1,1,0
72.22,1,3,6,6,1,1,1,0
64.77,3,1,10,7,0,1,1,0
399.9,4,4,5,5,0,1,1,0
12.99,1,2,11,1,0,1,1,1
73.13,3,2,3,7,1,1,1,0
9.89,2,2,11,5,0,1,0,1
28.94,2,6,7,7,1,1,1,0
34.73,2,1,7,4,0,1,0,0
28,4,5,7,3,1,1,1,0
29.98,3,4,11,3,1,1,0,0
7.79,4,3,5,6,1,1,1,1
52.58,3,4,8,7,1,1,1,0
24.86,4,3,10,1,1,1,1,0
113.45,4,6,9,6,1,1,1,0
0.99,4,2,5,4,1,1,1,0
55.94,3,2,11,7,0,1,1,0
0.25,2,6,8,5,1,1,1,0
478.74,3,2,10,6,0,1,1,0
71.94,4,1,9,5,0,1,1,1
74.73,2,1,7,5,0,1,1,0
103.53,1,3,11,5,1,1,1,1
947.04,2,4,7,5,1,2,1,1
37.45,1,1,5,6,0,1,1,1
8,1,5,8,7,1,1,1,0
19.99,3,5,10,4,1,1,1,1
46.98,1,3,10,6,1,1,1,0
38.32,1,3,6,7,1,1,1,0
42.24,1,5,11,1,1,1,1,0
439.99,1,5,5,7,1,1,1,0
0.39,3,2,6,5,0,1,1,0
27.27,3,2,4,7,1,1,1,0
17.99,3,4,5,5,1,1,1,0
64.2,1,4,11,1,1,1,1,0
22.15,2,6,6,7,1,1,1,0
15.67,1,2,10,4,1,1,1,0
737.66,1,3,3,2,1,1,1,0
198.01,1,1,5,4,0,1,1,0
41.29,1,2,5,5,0,1,1,1
222.95,1,5,5,7,1,1,1,0
150.15,2,5,7,5,1,1,1,0
25.98,2,3,6,5,1,1,1,0
103.95,3,2,8,6,0,1,1,0
156.98,1,2,8,4,0,1,1,0
62.62,1,3,6,4,1,1,1,0
325.85,2,4,4,7,1,2,1,0
29.44,4,3,8,7,1,1,1,0
134.38,3,2,7,5,1,1,1,0
746.41,4,2,11,4,1,1,1,1
382.92,3,1,8,6,0,1,1,0
139.98,1,5,8,7,1,1,1,0
118.98,2,6,3,1,1,1,1,0
25.05,2,4,5,5,1,1,1,0
11.99,4,1,8,7,0,1,1,0
14.95,2,4,8,6,1,1,1,0
21.96,2,5,10,7,1,1,1,1
101.87,4,3,7,7,1,1,1,1
248.58,4,5,6,7,1,1,1,0
12.99,1,4,7,7,1,1,1,1
72.85,3,2,5,6,0,1,1,0
16.99,1,1,8,3,0,1,1,0
5.69,2,2,6,4,0,1,0,1
18.21,4,2,8,6,1,1,0,0
104.99,2,2,2,5,0,1,1,0
113.13,2,3,8,7,1,1,1,0
32.97,3,2,4,5,0,1,1,0
103.8,2,5,10,3,1,1,0,0
75.3,1,4,8,4,1,1,1,0
53.31,4,2,8,6,1,1,1,0
179.73,1,2,6,7,1,1,1,0
519.21,1,4,8,4,1,1,1,1
437.22,2,2,9,5,0,1,1,0
23.99,1,4,6,5,1,1,1,0
57.48,2,2,6,4,0,1,1,0
76.99,1,3,10,6,1,1,1,0
38.67,1,5,6,7,1,1,1,0
72.22,3,4,8,7,1,1,1,0
25.16,3,2,7,7,0,1,1,0
0.99,2,5,6,2,1,1,1,0
338.76,3,3,7,7,1,1,1,0
25,1,2,8,7,0,1,1,0
168.97,3,2,10,7,1,1,1,1
120.87,2,4,7,5,1,1,1,0
23.94,3,2,6,1,0,2,1,0
184.98,3,3,9,3,1,1,0,1
326.89,1,4,11,7,1,1,1,0
0.99,2,2,9,6,1,1,1,0
0.01,2,4,10,6,1,1,1,0
17.95,1,5,6,5,1,1,1,0
667.51,3,3,3,5,1,1,1,0
101.3,4,3,7,5,1,1,1,0
9.99,3,3,7,4,1,2,1,1
36.99,4,4,8,6,1,1,1,1
43.99,3,3,5,5,1,1,1,0
192.98,4,2,3,1,0,1,1,0
150,4,2,6,1,1,5,1,0
12.99,3,5,11,2,1,1,1,1
80.11,4,2,7,2,0,5,1,0
12.91,1,3,8,5,1,1,1,0
1.95,2,3,6,5,1,1,1,0
12.99,4,3,8,7,1,1,1,0
6.2,3,2,6,3,0,1,1,0
2918.93,1,2,10,5,0,1,1,0
153.42,1,3,11,3,0,1,0,1
127.01,2,3,7,6,1,1,0,1
12.85,1,3,11,2,1,1,1,0
25.24,4,1,8,7,0,1,1,0
48.95,4,3,3,6,1,1,1,1
55.99,1,3,9,3,1,1,1,1
232.8,3,3,8,4,1,1,1,1
25.1,4,1,6,7,0,1,1,0
127.92,1,1,10,2,0,5,1,0
256.94,4,3,6,7,1,3,1,0
174.72,1,5,7,7,1,1,1,0
38.09,1,2,6,1,0,1,1,0
3.35,4,1,3,6,0,1,1,0
0.89,4,4,3,6,1,1,1,0
135.33,3,1,6,5,0,1,1,1
33.05,1,3,3,6,1,1,1,0
194.78,3,4,6,5,1,1,1,0
11.53,1,2,9,7,0,1,1,0
61.39,2,2,3,2,0,1,1,1
250.76,2,2,7,7,0,1,1,0
101.6,3,2,11,4,0,1,0,1
25.97,1,2,7,7,0,1,1,0
97.22,1,2,5,1,0,1,1,0
57.21,2,2,5,5,1,1,1,0
11.49,2,2,7,5,0,1,1,0
188.89,2,2,8,7,1,1,1,0
50,1,2,8,3,1,2,1,1
26.95,4,3,5,1,1,1,1,0
123.46,4,2,10,5,1,1,1,0
9.95,3,6,9,7,1,1,1,0
31.5,1,2,9,7,0,2,1,0
739.98,2,3,5,1,1,1,1,1
8.31,1,2,4,1,1,1,1,1
4.44,3,2,7,7,0,1,1,1
31.16,4,3,4,6,1,5,1,1
333.92,2,4,10,3,1,1,1,1
299,4,2,7,5,1,1,1,1
116.94,1,5,6,6,1,1,1,0
18.95,3,6,7,6,1,1,1,0
19.77,3,2,8,1,1,1,1,1
37.49,2,5,4,6,1,1,1,0
53.97,3,4,3,1,1,1,1,0
139.95,3,1,8,5,0,2,1,1
970.94,4,5,5,1,1,5,1,1
77.91,2,3,5,5,1,1,1,0
162.87,2,2,5,5,1,1,1,0
10.99,3,2,9,3,1,1,1,0
11.94,3,4,4,2,1,1,0,1
50.71,3,4,10,6,1,1,1,0
24.98,3,2,3,6,1,1,1,0
20.92,1,3,9,1,1,2,1,0
97.62,4,2,10,5,0,1,1,0
19.26,2,2,11,5,0,1,1,1
129.99,3,2,9,1,0,1,0,1
19.59,1,3,11,7,1,1,1,0
8.79,2,4,9,6,1,1,0,0
65.88,2,3,7,4,1,1,1,0
63.9,4,5,9,7,1,1,1,0
75.68,1,6,10,6,1,1,1,0
37.56,3,2,4,3,1,1,1,1
90.36,4,1,3,3,0,1,1,0
230.86,1,4,7,6,1,1,1,0
311.44,3,2,8,7,0,1,1,0
38.52,1,3,9,5,1,1,1,0
136.4,3,3,8,5,1,1,1,1
36.99,3,1,3,7,0,1,1,1
222.36,2,5,8,7,1,1,1,0
753.9,1,2,10,7,1,1,1,0
76.41,1,5,6,6,1,1,1,0
44.99,2,6,4,5,1,1,1,0
46.99,1,2,7,3,1,1,1,0
15.5,1,4,7,6,1,1,1,0
48.42,4,3,7,7,1,1,1,1
57.03,4,1,6,5,0,1,0,1
17.98,2,3,4,7,1,1,1,1
34.32,2,2,11,6,1,1,1,0
87.92,1,3,8,1,1,1,1,1
15.99,3,3,10,5,1,1,1,0
49.94,3,4,6,5,1,1,1,0
11.94,1,5,8,2,1,1,1,0
248.81,1,2,8,4,0,2,1,1
303.14,1,3,7,5,1,1,1,0
379,3,3,9,5,1,1,1,0
7.66,3,2,4,6,0,1,1,1
25.24,3,2,11,1,0,1,1,0
299.79,4,3,7,5,1,1,1,0
203.48,3,2,4,5,0,1,1,0
37.58,4,2,8,5,1,1,1,1
46.95,2,4,5,6,1,1,1,0
437.99,2,4,9,3,1,2,1,0
168.55,3,3,8,4,1,1,1,0
11.83,4,6,6,6,1,1,1,1
50.99,3,2,7,3,0,1,1,0
64.99,3,4,5,5,1,1,1,1
2.72,1,1,8,5,0,1,1,0
79.99,4,5,7,6,1,1,0,0
206.86,1,2,7,5,1,1,1,0
17.25,1,4,11,7,1,1,1,0
58.95,1,4,8,7,1,1,1,0
53.72,3,3,7,7,1,1,1,0
36.56,3,6,6,7,1,1,1,0
91.95,2,2,7,7,0,1,1,0
29.99,4,3,6,5,1,3,1,0
136.07,3,4,5,2,1,1,1,0
3.31,4,4,6,5,0,1,0,1
66.88,1,2,5,7,0,1,1,1
44.47,2,2,5,5,1,1,1,0
73.53,4,3,10,7,1,1,1,0
9.99,2,5,7,5,1,2,1,0
282.49,4,3,10,6,1,2,1,1
157.1,2,3,6,5,1,1,1,0
71.73,3,4,11,7,1,1,1,0
25.19,3,3,11,6,1,1,1,0
23,1,3,8,7,1,2,1,0
169.99,3,2,9,6,0,1,1,0
189.99,4,2,11,5,1,1,1,0
53.75,4,2,6,5,1,1,1,0
25.95,3,2,11,4,0,1,1,0
833.37,4,3,9,5,1,5,1,0
27.99,2,4,9,5,1,1,1,0
63.74,1,3,8,7,1,1,1,0
43.99,3,2,4,2,0,1,1,0
2.55,1,6,5,7,1,1,1,1
373.65,1,4,4,5,1,1,1,0
2.85,4,3,11,5,1,1,1,0
21,2,1,7,5,0,1,1,0
582.58,1,2,4,5,1,1,1,0
96.78,1,4,8,4,1,2,1,0
45.6,3,3,2,3,0,1,1,0
35.81,2,2,9,5,0,1,1,1
53.36,1,1,5,5,0,1,0,0
153.46,3,5,8,7,1,1,1,0
25.98,3,2,4,5,0,1,1,0
17.88,2,2,8,7,0,1,1,0
199,1,2,4,6,0,1,1,0
2384.67,4,4,5,7,1,1,1,0
129.99,1,3,11,7,1,1,1,0
252.67,4,3,8,7,1,1,1,0
83.94,3,2,9,6,0,1,1,0
125,3,3,6,2,1,1,1,1
21.1,2,2,3,5,1,2,1,0
28.07,2,4,8,4,1,1,0,0
41.72,3,3,9,7,1,1,1,0
190.99,1,3,11,5,1,1,1,1
139.48,4,4,8,6,1,5,1,0
25.23,3,3,6,2,1,2,1,0
0.81,4,2,5,6,0,1,1,0
194.97,1,4,7,5,0,1,1,0
41.48,4,4,5,6,1,1,1,0
26.71,3,3,11,6,1,1,1,1
45.34,1,4,6,6,1,1,1,0
75.07,2,2,11,1,0,2,1,0
154.98,3,4,4,6,1,1,1,0
21.99,3,4,10,5,1,1,1,0
25,3,2,2,1,0,1,1,0
89.68,3,4,3,2,1,1,1,1
120.23,1,5,11,3,1,1,1,0
240.17,3,4,9,4,0,1,1,0
25.99,2,4,2,3,1,1,0,1
471,4,1,3,6,0,1,1,0
97.11,3,4,3,5,1,2,1,0
0.01,3,2,10,4,0,1,1,0
113.12,3,3,7,5,1,1,1,0
177.71,3,6,5,7,1,1,1,0
21.62,3,5,7,7,1,1,1,1
19.98,3,3,9,5,1,1,1,0
50.99,3,2,9,1,1,1,1,1
8153.1,3,3,3,1,1,1,1,0
105.56,3,2,4,5,1,1,1,1
27.96,3,3,7,3,1,2,1,0
47.36,2,3,3,6,1,1,1,0
42.99,3,1,6,4,0,2,1,0
120.5,1,2,6,5,1,2,1,0
29.09,1,2,7,5,1,1,0,1
111.97,4,5,11,5,1,1,1,0
78.95,3,3,9,5,1,2,1,1
266.45,1,4,10,6,1,1,1,0
7.99,4,5,4,6,1,1,1,1
49.47,3,3,5,7,1,1,1,1
53.3,2,3,7,5,1,1,0,1
168.64,1,2,5,1,0,2,1,0
44.89,1,3,4,6,1,1,1,1
48.14,2,2,9,5,1,1,1,0
107.16,2,4,7,7,1,1,1,0
0.73,1,3,6,5,1,1,1,0
4.54,4,3,10,5,1,1,1,0
1.01,4,4,9,6,1,1,0,0
136.53,1,2,8,7,0,1,1,0
279.94,3,4,6,5,1,1,1,0
32.58,3,2,8,2,0,1,1,0
12.66,1,4,7,7,1,1,1,0
21.08,3,5,8,7,1,2,1,0
29.43,3,3,9,4,1,1,0,0
37.15,1,5,6,7,1,1,1,0
252.19,4,3,5,1,1,1,1,0
32.72,1,4,9,4,0,1,1,1
4.99,4,3,6,1,1,1,0,0
78.21,1,5,11,4,1,1,1,0
12.95,3,2,7,6,1,1,1,0
25.74,3,2,6,5,0,1,1,0
92.35,3,3,10,7,0,1,1,1
12.25,2,2,8,6,0,1,1,0
35.47,4,2,4,6,0,1,1,1
26.48,2,5,7,7,1,1,1,1
25.98,3,2,5,5,0,1,1,1
14.99,3,4,10,4,1,1,1,0
38.35,3,3,11,1,1,1,1,0
128.84,4,5,8,3,1,1,1,0
89.94,2,2,9,6,0,1,1,0
57.22,3,4,10,6,1,1,1,0
137.99,1,3,6,6,1,1,1,0
9.94,3,2,8,5,1,1,1,1
4.65,4,4,6,1,1,5,1,0
84.4,4,1,7,7,0,1,1,0
703.2,1,3,6,1,1,5,1,0
37,2,5,10,7,1,1,1,0
29.99,2,2,5,7,1,1,1,0
149.99,3,5,6,1,1,1,1,0
207.42,2,6,9,7,1,1,1,0
40.73,1,4,9,7,1,1,1,1
68.5,4,2,9,6,1,1,1,0
188.32,1,2,6,5,0,1,1,0
811.99,1,6,5,7,1,1,1,0
12.48,4,2,8,7,0,1,1,0
602.94,1,3,10,5,1,1,1,0
3.75,4,4,6,2,1,1,1,0
30.99,3,2,5,2,0,1,1,1
64.69,3,4,7,6,1,1,1,0
69.71,1,4,6,6,1,1,1,0
89.2,3,3,7,2,1,2,1,0
11.99,1,3,7,3,0,1,1,1
40.9,2,1,5,2,0,1,1,0
47.54,1,2,11,3,0,1,1,0
59.65,3,2,5,5,0,1,1,1
80.88,2,2,4,6,0,1,1,0
29.31,4,2,3,6,1,1,1,1
130.77,4,1,2,5,0,1,1,0
11.2,4,2,8,6,1,1,1,1
59.06,3,2,3,5,0,1,1,0
22,2,4,5,7,1,1,1,0
7.99,3,5,7,7,1,1,1,0
196.7,1,3,6,5,1,1,1,0
65.99,2,4,10,6,1,1,1,0
47.72,2,1,3,2,0,2,1,0
212.15,3,5,7,7,1,1,1,0
248.03,1,2,5,5,0,1,1,0
255.99,1,2,5,1,1,1,1,0
11.53,2,2,8,7,0,1,1,1
6.95,3,2,7,7,1,1,1,1
38.29,3,1,8,7,0,1,1,0
418.9,3,5,8,7,1,1,1,0
123.3,4,3,8,6,1,1,1,0
9.95,3,2,10,3,1,1,1,0
141.57,2,3,8,7,1,1,1,0
11.55,2,6,7,2,1,1,1,0
14.39,4,5,9,5,1,1,1,0
48.99,3,3,7,5,1,1,1,0
61.64,4,4,5,6,1,1,1,0
19.99,3,3,6,4,1,1,1,0
50.97,1,2,7,5,0,1,1,0
5.01,3,2,7,5,0,1,1,0
349.99,3,2,10,4,0,1,1,0
109.98,3,2,6,7,0,1,1,1
76.79,3,2,6,6,1,1,1,0
2899.93,1,2,11,1,0,1,0,0
44.99,1,2,11,7,1,1,0,0
46.46,2,3,8,4,1,1,1,0
101.29,4,3,7,7,0,1,1,0
13.1,4,2,11,6,0,1,1,1
784.63,4,2,8,7,0,1,1,0
21.95,1,3,9,1,1,1,1,1
190.67,3,4,5,7,1,1,1,0
355.5,2,2,8,7,1,1,1,1
6.95,4,4,3,5,1,1,1,0
641.34,3,4,8,7,1,1,1,1
43.95,1,5,11,6,1,1,1,1
19.99,4,2,8,2,0,1,1,0
1.5,3,4,9,3,1,1,1,0
19.99,1,2,10,5,1,2,1,0
17.95,4,2,11,7,1,1,1,0
29.95,3,3,9,6,1,2,1,0
0.01,1,3,3,7,1,1,1,0
1.98,3,3,7,6,1,1,1,0
11.16,4,4,6,4,1,5,1,0
49.48,1,4,6,7,1,1,1,0
28.95,1,3,5,7,1,1,1,0
51.47,3,3,6,5,1,1,1,0
259.93,4,4,7,4,1,1,1,0
114.88,2,3,9,4,1,1,1,1
715.05,1,5,10,7,1,1,1,0
18.95,1,2,10,4,0,1,0,0
92.97,1,2,11,7,1,1,1,0
60.96,1,6,8,7,1,1,1,0
10.49,3,3,10,2,1,1,1,0
14.37,3,2,3,7,1,1,1,0
1.99,2,4,7,3,1,1,0,1
20.99,1,2,6,6,1,1,1,0
69.97,4,4,8,7,1,1,1,0
124.74,1,2,8,5,0,1,1,0
325.47,3,3,8,5,1,1,1,0
45,3,3,5,4,1,1,1,0
302.5,3,2,6,7,1,1,1,0
39.53,3,2,5,5,0,1,1,0
108.42,2,2,5,5,0,1,1,0
148.47,1,2,8,3,0,5,1,1
105.53,4,4,5,3,1,1,1,0
11.98,1,2,8,5,1,1,1,1
1.61,4,5,5,7,1,1,1,0
14.95,1,2,4,6,0,1,1,0
63.76,1,2,11,6,1,1,1,0
30.19,3,1,6,1,0,1,1,0
19.98,3,2,4,5,0,1,1,1
82.17,2,4,7,7,1,1,1,1
9.99,3,2,10,2,1,1,1,1
74.98,3,2,11,5,0,1,1,1
104.63,3,6,8,5,1,1,1,0
54.99,3,2,10,1,0,1,1,1
98.79,3,2,7,5,1,1,1,1
149.99,4,5,10,5,1,1,1,0
499,2,5,11,5,1,1,1,0
103.51,4,2,5,2,1,1,1,0
162.75,1,3,4,1,1,1,1,0
53.02,1,2,7,6,0,1,1,0
27.97,3,2,9,7,0,1,1,0
76.18,3,3,7,5,0,1,1,0
11.9,2,3,8,2,1,1,1,0
19.99,1,2,7,3,0,1,1,0
59.19,4,2,7,1,1,1,1,0
0.99,3,2,6,7,0,1,1,0
32.01,4,2,3,7,0,5,1,0
269.07,1,5,8,6,1,1,1,1
0.99,2,4,9,5,1,1,1,1
24.93,1,5,9,5,1,1,1,1
106.93,4,2,8,7,0,1,1,0
26.96,2,2,7,6,1,1,1,1
172.76,4,4,5,1,1,1,1,0
36.11,1,2,8,5,0,1,1,1
36.87,2,2,8,5,0,1,1,0
442.4,1,3,8,7,1,1,1,0
137.79,4,6,7,7,1,1,1,0
28.76,2,4,7,5,1,1,1,0
9.99,1,3,6,7,1,2,1,0
12.98,4,4,11,7,1,1,1,0
54.49,1,4,10,7,1,1,1,0
19.99,4,2,10,7,1,1,1,0
18.45,4,4,5,6,1,1,1,0
141.97,4,3,9,5,1,1,1,0
122.64,4,2,7,7,0,1,1,0
15.99,4,3,10,4,1,1,1,0
11.42,3,3,7,5,1,1,1,0
122.36,2,2,8,3,1,1,1,0
221.74,1,2,8,5,1,3,1,0
26.37,3,2,8,6,0,1,1,0
31.96,1,4,6,5,1,1,1,0
114.41,3,2,10,7,1,1,1,0
27.74,4,2,6,1,1,1,1,1
58.99,3,3,11,5,1,1,1,0
1418.98,2,5,7,5,1,1,1,1
33.11,4,3,5,7,1,1,1,0
64.67,4,3,3,5,1,1,1,1
81.19,2,2,4,1,0,5,1,1
107.35,4,3,7,5,1,1,1,0
26.96,2,1,8,5,0,1,1,1
148.87,3,5,8,5,1,1,1,1
18.8,4,4,9,7,1,1,1,0
32.58,2,2,7,4,1,1,1,0
49.99,1,6,9,5,1,2,1,1
20.99,2,4,4,3,0,1,1,0
67.45,3,2,8,5,1,1,1,0
89.34,4,3,9,7,1,1,1,0
33.24,4,2,10,7,0,2,1,1
2691.43,4,1,6,5,0,1,1,0
50.21,2,2,5,3,1,1,1,1
55.26,3,2,8,7,0,1,1,0
39.95,3,3,9,6,1,1,1,1
11.33,4,4,10,7,1,1,1,0
19.99,1,6,5,7,1,1,1,0
173.85,2,2,11,1,0,1,1,1
14.95,2,2,4,5,0,1,1,0
247.55,3,2,6,7,0,1,1,1
132.77,1,3,7,7,1,1,1,1
138.17,1,5,9,4,1,2,0,1
62.24,3,2,6,4,0,1,0,1
644.97,4,2,4,2,1,1,1,0
161.27,4,3,7,1,1,1,1,1
103.83,4,3,9,2,1,1,1,0
0.89,3,2,7,6,0,1,1,0
14.27,2,1,7,1,0,1,1,1
60.72,4,2,9,5,0,1,1,1
26.87,2,4,6,5,1,1,1,0
49.99,3,4,5,3,1,1,1,0
44.44,1,5,7,5,1,1,1,0
58.93,3,3,8,1,0,1,1,0
174.71,4,2,7,1,0,5,1,1
60.78,3,5,9,7,1,1,1,0
224.98,3,2,8,5,0,1,1,0
47.86,3,2,7,1,1,1,1,1
95.94,3,3,7,5,1,1,1,0
161.87,4,3,11,6,1,1,1,0
14.41,3,2,6,5,0,1,1,0
4.95,4,3,7,7,1,3,1,0
137.75,1,2,5,7,0,1,1,0
38.01,3,5,8,7,0,1,1,0
7.98,1,4,7,5,0,1,1,0
12.07,3,3,9,5,1,1,1,0
853.32,2,2,6,6,0,1,1,0
143.6,3,2,10,4,1,2,1,0
527.25,1,2,11,7,0,1,1,1
101.4,3,2,2,2,1,1,1,0
67.98,2,2,7,1,0,1,1,1
227.69,2,6,3,5,1,1,1,0
26.97,3,2,7,7,0,1,1,1
19.99,3,2,10,7,1,1,1,0
58.07,3,4,9,6,1,2,1,0
15.68,3,6,8,6,1,1,1,0
232.52,3,2,7,7,0,1,1,1
19.98,1,4,8,6,1,1,1,0
142.68,4,6,8,3,1,1,1,0
74.99,4,2,9,5,1,1,1,0
26.16,1,2,7,3,0,1,1,0
37.82,3,2,3,6,0,1,1,0
306.32,1,1,7,2,0,2,1,0
22.34,4,3,5,4,1,1,1,0
159.94,3,4,2,5,0,1,1,0
30.19,4,3,8,4,1,1,0,1
133.17,2,2,10,7,0,1,1,0
4.99,2,3,6,7,1,1,1,0
141.03,4,5,2,5,1,1,1,1
14.99,1,4,1,3,1,2,1,0
13.99,3,2,2,1,0,1,1,0
6.24,2,1,3,1,0,1,1,0
121.96,1,5,7,5,1,1,1,0
9.99,4,3,10,7,1,1,1,0
11.18,3,4,7,7,1,1,1,0
18.48,1,2,6,5,0,1,1,0
12.77,4,1,8,6,0,1,1,0
7.38,3,2,7,6,0,1,1,0
262.44,2,2,4,6,0,1,1,1
842.68,1,6,8,5,1,1,1,0
234.62,3,3,5,2,1,1,1,0
51.45,2,4,2,5,1,1,1,1
71.49,1,2,2,1,1,1,1,0
8.99,3,3,9,7,1,1,1,0
20.28,1,4,8,6,1,1,1,0
47.99,2,4,10,2,1,5,1,0
39.88,2,3,4,6,1,1,1,0
258.16,4,5,8,7,1,3,1,0
0.01,4,6,3,7,1,1,1,0
2015.77,2,2,5,7,0,1,1,0
27.34,3,3,9,5,1,1,1,0
270.25,2,1,2,1,0,1,1,1
149.95,3,2,3,5,0,1,1,0
29.97,3,1,9,7,0,1,1,1
49.99,3,1,7,1,0,1,1,0
57.89,3,4,3,6,1,1,1,0
21.52,2,6,7,7,1,1,1,0
17.48,1,2,6,3,1,1,1,0
17.26,3,5,9,7,1,1,1,0
68.64,3,4,8,5,1,1,1,0
9.49,2,3,5,6,1,1,1,0
160.07,3,5,9,6,1,1,1,0
47.51,4,4,9,1,1,2,1,1
39.13,1,5,8,7,1,1,1,0
0.01,3,2,5,3,0,1,1,1
5.61,3,2,9,7,1,1,1,0
104.7,3,4,11,4,1,1,1,0
32.72,4,4,8,7,1,1,1,0
2.77,4,2,5,1,0,1,1,0
78.55,3,3,10,5,1,1,1,0
10.99,2,2,9,5,1,1,1,0
22.52,2,6,5,6,1,1,1,0
29.84,1,6,10,2,1,1,1,0
14.99,1,2,5,5,1,1,1,1
29.12,2,4,7,4,1,1,1,0
3.99,4,2,6,3,1,5,1,0
816.74,3,4,6,5,1,1,1,1
41.31,2,2,8,5,0,1,1,0
29.97,1,4,7,7,1,1,1,0
244.93,4,3,8,7,1,1,1,0
151.44,4,4,7,7,1,1,1,0
317.99,1,3,5,5,1,1,1,0
69.26,4,4,8,3,1,1,1,0
266.6,2,2,8,7,0,1,1,0
24,2,4,9,7,1,1,1,0
14.86,2,2,2,1,0,1,1,1
45.26,4,2,8,2,1,1,1,0
348.84,1,2,5,7,0,1,1,0
42.18,3,3,4,3,1,1,1,0
56.83,1,2,5,7,0,1,1,1
516.59,2,4,6,1,1,1,1,1
35.97,4,2,10,3,0,1,1,0
3.34,3,3,6,5,1,1,1,0
45.97,1,3,3,5,1,1,1,0
340.09,1,3,7,7,1,1,1,0
90.37,1,3,10,6,1,2,1,0
48.46,1,2,4,5,0,1,1,0
69.98,4,4,11,2,1,1,1,0
76.99,1,4,7,7,1,1,1,0
1121.91,1,3,8,7,1,1,1,0
17.95,1,3,5,6,1,1,1,0
28,1,1,10,3,0,1,1,0
44.98,3,1,11,1,0,1,1,0
164.97,4,4,8,7,1,3,1,0
10,1,4,7,5,1,1,1,0
136.35,3,2,8,7,1,1,1,1
24.7,3,1,10,1,0,1,1,0
70.42,3,4,8,5,1,1,1,1
82.63,1,3,9,7,1,1,1,0
63.16,1,3,10,3,1,1,1,1
0.23,3,4,9,7,1,1,1,0
359,3,4,4,1,1,1,1,1
97.69,3,2,8,3,1,1,1,1
329.99,3,6,9,7,1,1,1,0
26.96,2,6,7,7,1,1,1,0
389.95,4,4,7,2,1,1,1,0
39.99,3,4,6,2,1,1,1,1
116.92,1,3,8,4,1,1,1,0
60.29,3,4,3,2,1,1,1,1
52.97,3,2,8,5,0,1,1,0
14.21,4,4,8,7,1,1,1,1
25,4,4,3,1,1,1,1,1
3.78,3,5,8,7,1,1,1,0
104,2,3,8,6,1,1,1,0
175.8,1,3,11,5,1,1,1,0
329.18,4,3,8,7,1,1,1,0
25.1,2,2,8,6,1,1,1,1
66.95,2,4,8,5,1,1,1,0
389.64,4,2,3,5,0,1,1,1
169.98,3,2,6,2,0,5,1,1
10.19,1,3,3,7,1,1,1,0
285.24,1,2,3,1,0,1,1,1
