bought,region,size,oldest,income,children,race,connection,hispanic
244.9,3,3,10,3,1,1,1,0
129.43,2,4,3,2,1,1,1,0
9.99,3,2,5,6,1,1,1,0
9.37,2,2,3,2,1,1,1,0
115.2,2,3,9,7,1,1,1,0
59.43,2,2,5,1,0,1,1,0
82.97,2,4,3,5,1,1,0,1
341.31,3,2,11,3,0,1,1,0
669.95,3,2,9,1,1,2,1,1
79.63,2,4,11,5,1,1,1,0
21.38,3,5,5,7,1,1,0,0
28.69,3,2,11,7,0,1,1,1
12.42,2,2,10,1,0,2,1,1
106.57,1,4,3,6,1,1,1,0
383.31,4,4,8,6,1,1,1,0
275.98,4,4,7,4,1,1,1,0
69.48,1,5,11,4,1,1,1,1
147.04,3,1,3,6,0,1,1,0
371.79,1,4,10,5,1,1,1,0
21.49,4,3,5,7,1,1,1,0
66.35,4,3,5,4,1,1,1,0
26.43,1,2,11,7,1,1,1,0
7.49,3,3,8,5,1,1,1,0
13.99,4,5,4,6,1,5,1,0
8.4,4,2,4,5,0,1,1,0
16.81,4,5,8,7,1,3,1,0
203.4,4,5,5,6,1,1,1,1
9.49,2,2,5,6,0,1,1,0
121.67,3,5,5,6,1,1,1,1
38.98,3,2,10,7,1,1,1,0
56.99,4,2,5,5,1,1,1,1
134.44,4,2,6,7,0,5,1,0
13.57,3,2,8,7,0,1,1,0
74.98,1,3,7,7,0,1,1,0
276.68,2,4,11,4,1,1,1,0
48.11,1,4,8,1,1,1,1,0
98.55,1,3,8,7,1,1,1,0
141.84,1,3,5,7,1,1,1,1
30.2,3,1,11,7,0,1,1,0
7.19,3,4,7,3,1,1,1,0
16.29,3,2,11,7,0,1,1,0
7.49,3,3,4,5,1,1,1,0
24.96,2,2,8,6,0,1,1,0
60.87,2,3,4,5,1,1,0,0
38.99,3,5,7,6,1,1,1,1
21.98,4,3,9,6,1,1,1,0
20.64,4,3,6,5,1,3,1,0
2.74,2,4,9,1,1,1,1,0
32.23,2,2,8,6,1,1,1,1
37.15,1,3,8,1,1,1,1,0
60.33,2,4,9,2,1,1,1,1
276,1,2,3,3,0,1,1,0
29.11,4,4,4,5,1,1,1,0
64,3,5,10,5,1,1,1,0
21.95,2,2,6,5,0,1,1,0
16.33,1,2,11,1,1,2,1,0
61.98,1,2,6,5,0,1,1,0
656.59,1,2,4,7,0,1,1,1
359,1,2,5,4,0,1,1,0
345.99,4,2,11,7,1,1,1,0
7.99,1,4,9,6,1,1,1,0
629.13,1,2,4,3,0,1,1,0
44.36,4,4,7,5,1,1,1,0
503.57,3,2,11,7,1,1,1,0
9.99,4,3,7,7,1,1,1,0
147.91,4,2,9,7,1,1,1,0
316.75,2,1,9,3,0,2,1,0
64.09,1,5,8,5,1,1,1,0
230.09,4,3,4,4,1,1,1,0
182.86,3,3,10,7,1,1,1,1
36.94,1,4,7,5,1,1,1,0
34.92,1,5,6,7,0,1,1,0
237.76,3,5,4,1,1,1,1,0
28.07,1,2,3,2,0,1,1,0
114.74,2,3,4,4,1,1,1,0
114.3,3,4,3,5,1,2,1,0
182.27,3,1,4,5,0,1,1,0
31.97,2,2,10,5,0,1,1,1
594.94,1,2,7,7,1,1,1,0
7.88,4,4,11,6,0,1,1,0
762.75,4,5,5,7,1,1,1,0
8,4,5,8,2,1,5,1,0
34.97,1,4,5,5,1,1,1,1
16.72,3,4,3,4,1,1,1,0
7.6,3,5,7,7,1,1,1,0
173.24,3,5,8,5,1,2,1,0
359,2,3,6,6,1,1,1,0
2.49,1,1,9,6,0,1,1,0
109.66,1,3,3,1,1,1,1,1
29.69,2,2,11,1,0,1,1,0
24.95,2,2,9,7,0,1,1,0
120.57,2,3,10,5,1,1,1,1
56.03,4,3,7,1,1,1,1,1
319.94,4,3,7,7,1,1,1,0
89.19,2,3,6,4,1,1,1,0
33.55,4,5,9,6,0,1,0,1
10.39,2,5,5,4,1,1,1,0
321.19,3,3,7,7,1,1,1,0
39.95,3,3,6,5,1,1,1,0
12.99,2,1,5,3,0,1,1,0
403.67,2,2,6,7,0,1,1,0
92.3,3,1,9,3,0,1,1,0
15.96,2,3,8,7,1,1,0,0
13.57,4,2,3,6,1,1,1,1
19.77,1,4,7,7,1,1,1,0
60.07,3,2,11,5,0,1,1,0
47.41,2,3,8,5,1,1,0,0
16.6,3,2,11,1,0,2,1,0
40.92,3,2,9,5,0,1,1,0
82.98,3,4,5,5,1,1,1,0
17.74,3,2,11,5,0,2,0,0
17.98,1,3,9,4,1,1,1,0
23.42,3,5,6,6,1,1,1,0
191.04,3,3,3,3,1,1,1,0
250.07,1,2,11,5,0,1,1,0
33.82,4,3,4,3,1,1,1,1
60.56,2,5,4,5,1,1,1,0
89.25,1,2,11,6,0,1,1,0
39.98,3,4,8,7,1,1,1,0
367.1,3,2,8,6,0,1,1,0
39.77,1,2,10,7,0,1,1,0
185.29,3,3,4,7,1,1,1,0
446.12,3,2,11,5,1,2,1,0
53.98,2,2,11,7,1,1,1,1
281.32,2,2,11,6,0,1,1,0
27.34,3,2,10,3,0,1,1,0
62.63,4,6,7,7,1,1,1,1
33.38,3,3,7,3,1,2,1,0
21.26,4,3,8,1,1,5,1,0
10,2,5,6,5,1,2,0,0
9.99,2,2,11,7,0,1,0,0
18.45,1,2,9,6,1,1,1,0
21.96,4,5,5,7,1,1,1,0
85.08,4,2,10,5,0,1,1,0
67.78,1,5,7,6,1,1,1,0
37.5,4,4,6,4,1,1,1,0
223.94,4,2,10,7,0,1,1,0
29.98,2,2,9,7,1,1,1,0
27.99,4,4,4,7,1,1,1,0
32.4,3,4,8,7,1,1,1,1
18.61,3,4,8,7,1,1,1,0
26.44,2,2,6,5,0,1,1,1
27.99,4,5,7,6,1,1,1,0
62.35,3,2,7,1,1,2,1,0
804.53,4,2,8,7,0,1,1,0
0.47,2,2,6,1,1,1,1,1
235.98,3,2,5,1,1,1,1,0
0.5,1,3,11,1,1,1,1,0
236.41,2,4,9,1,0,1,0,0
142,2,1,4,3,0,1,1,0
41.9,2,3,5,6,1,1,1,0
45.46,1,2,10,5,0,1,1,1
109.98,3,2,9,7,0,1,1,0
140.48,2,6,7,4,1,1,1,1
44.99,3,3,5,7,1,1,1,0
1315.94,2,4,4,3,1,1,1,0
151.94,1,4,8,1,0,1,1,0
13.74,3,6,6,6,1,1,1,1
49.97,1,3,10,2,1,1,1,0
12.4,3,2,9,2,0,1,1,1
29.45,3,2,8,5,0,1,1,0
0.99,1,5,6,3,1,2,1,0
0.25,4,2,5,5,1,1,1,1
98.43,3,3,7,3,0,1,1,0
89.99,1,4,7,5,1,1,1,0
453.34,4,4,9,4,1,1,1,0
19.28,3,5,3,3,1,1,1,0
14.95,2,4,8,7,1,1,0,0
22,2,2,7,7,0,1,1,0
47.89,4,3,6,6,1,3,1,0
272.79,3,4,8,6,1,1,1,0
29.11,4,2,6,5,1,1,1,0
77.45,1,2,4,6,0,1,1,0
133.01,1,3,7,5,1,1,1,0
8.96,1,2,8,7,1,1,1,1
311.63,1,2,4,1,0,3,1,0
66.55,2,2,7,5,0,1,1,0
123.15,3,3,9,6,1,1,1,1
104.97,2,2,3,3,0,1,1,0
54.99,2,4,10,1,1,5,1,1
313.36,4,4,3,5,1,1,1,0
366.83,3,2,8,7,0,1,1,0
23.58,4,2,3,5,1,1,1,0
468.19,3,4,6,4,1,1,1,0
16.95,3,4,4,5,1,1,1,0
46.45,3,4,7,7,1,1,0,0
324.93,1,5,6,1,1,1,1,0
33.98,3,4,4,5,0,1,1,0
24.6,3,2,9,6,0,1,1,0
5.25,3,5,10,3,1,1,1,0
61.18,3,3,6,7,1,1,1,0
155.4,1,2,5,1,0,1,1,0
118.36,2,4,7,5,1,1,1,0
58.95,1,4,7,4,1,2,1,0
38.97,3,1,8,6,0,1,1,0
183.76,2,2,8,6,1,1,1,0
257.96,2,6,7,3,1,1,1,0
9.07,2,2,8,2,0,1,1,0
31.13,1,3,9,6,1,1,0,1
82.62,2,2,8,5,0,1,1,0
81.13,1,6,7,7,1,1,1,0
49.81,3,6,8,4,1,1,1,1
118.75,3,3,9,4,1,1,1,1
50.45,3,4,7,5,1,1,1,0
12.27,3,4,3,5,1,1,1,1
70.98,3,3,8,5,1,1,1,0
9.87,2,3,4,1,1,1,1,0
141.75,1,5,6,7,1,1,1,0
68.8,3,5,6,3,1,1,1,1
151.94,4,2,6,7,1,1,1,0
164.4,2,4,11,5,1,1,1,1
44.85,3,3,11,5,1,1,1,0
27.98,4,5,11,1,1,5,1,1
123.51,3,2,2,5,0,1,1,0
119.24,3,2,11,7,1,1,1,1
37.91,4,2,11,5,0,1,1,1
4.44,3,3,3,3,1,1,1,0
262.69,4,3,4,7,1,1,1,0
248.84,3,2,10,3,1,1,1,0
41.98,3,4,9,1,1,2,1,0
144.89,1,3,8,7,1,1,1,0
51.49,1,3,4,3,1,1,1,1
32.85,1,4,7,7,1,1,1,0
41,3,2,9,7,1,1,1,1
44.98,1,5,8,7,1,1,1,0
522.94,4,4,9,4,1,5,1,0
132.11,4,2,10,7,1,1,1,0
51.58,1,2,11,2,0,1,1,0
32.17,2,6,5,5,1,1,1,0
93.99,2,4,10,7,1,1,1,0
7.05,3,4,6,4,1,1,1,1
56.95,1,5,11,7,1,1,1,1
28.99,4,3,10,7,0,1,1,1
28.97,3,5,9,6,1,1,1,0
56.93,1,3,9,5,1,1,1,0
68.84,1,4,10,7,1,1,1,0
8.99,3,2,7,6,0,1,1,1
100.39,3,2,10,6,1,1,1,1
324.74,4,2,10,3,1,1,1,0
224.42,3,4,7,7,1,1,1,0
697.79,1,2,3,1,0,1,1,0
42.62,3,2,11,4,1,1,1,0
111.81,3,2,8,7,0,1,1,0
31.94,2,3,9,3,1,1,0,1
19.33,2,2,3,4,1,1,1,1
171.35,3,3,7,6,1,1,1,0
192.54,1,3,7,6,1,1,1,0
12.99,3,5,8,5,1,1,1,0
118.7,2,3,3,2,1,1,1,0
51.51,3,4,8,7,1,1,1,0
5.98,1,3,10,6,1,1,1,0
17.95,1,1,5,1,0,5,1,1
227.45,3,4,11,7,1,1,1,1
28.93,3,4,3,5,1,1,1,0
542.47,1,1,6,7,0,1,1,0
74.97,4,3,10,5,1,1,1,0
11.95,4,4,7,4,1,5,1,1
29.13,4,4,6,5,1,1,1,1
43.45,2,2,8,6,0,1,1,0
49.99,3,4,4,7,1,1,1,0
24.99,3,5,10,5,1,1,1,0
36.94,1,3,6,7,1,1,1,0
336.25,3,5,10,7,1,1,1,0
63.64,1,5,6,7,1,1,1,0
16.49,2,3,6,7,1,1,1,0
176.63,3,3,9,7,1,1,0,0
54.9,2,3,3,5,1,1,1,0
3.26,4,5,7,4,1,5,1,1
34.02,2,5,7,6,1,1,1,0
359,1,5,5,4,1,1,1,0
37.9,3,3,10,7,1,1,1,0
9.5,3,4,8,5,1,1,1,0
39.18,3,4,9,6,1,1,1,0
21.48,3,2,6,4,0,1,1,1
105.99,2,3,6,5,1,1,1,0
148.62,3,3,9,7,1,1,1,0
88.87,3,4,9,7,1,1,1,0
59.99,2,2,11,4,1,1,1,0
9.57,2,2,11,2,1,1,0,1
62.89,1,2,10,5,0,1,1,0
10.12,2,3,11,7,1,1,1,1
441.24,1,4,10,5,1,1,1,0
0.9,3,3,5,4,1,1,1,0
0.02,3,3,11,5,0,1,1,0
148.69,4,2,5,6,0,1,0,0
20.82,1,2,6,5,1,1,1,0
84.95,4,4,6,7,1,1,1,1
549,4,4,5,3,1,1,1,0
0.39,2,4,5,6,0,1,1,0
13.6,2,3,9,4,1,1,1,0
121.59,3,4,5,5,1,1,1,1
22.99,3,2,4,7,0,1,1,1
145.47,4,2,11,2,1,1,1,0
7.17,2,2,10,6,0,1,1,0
106.06,3,4,5,7,1,1,1,1
21.19,4,2,5,4,1,1,1,0
713.91,3,2,10,3,0,1,1,0
50,3,2,7,1,0,1,1,1
405.39,2,4,9,3,1,1,1,0
260.33,4,5,9,6,1,1,1,0
34.97,3,3,7,3,1,2,1,1
17.99,3,4,5,3,1,1,1,0
49.56,2,3,8,5,1,1,1,0
12.47,3,2,8,2,1,1,0,0
67.11,1,3,9,7,1,1,1,1
63.96,1,2,7,7,0,1,1,1
171.55,3,4,4,3,1,1,1,0
564.12,1,3,6,6,1,1,1,0
29.95,2,2,7,2,0,1,1,0
388.82,1,1,5,7,0,1,1,0
34.97,2,5,4,5,1,1,1,1
279.52,1,3,9,5,1,1,1,0
69.95,3,3,5,7,1,1,1,0
67.44,3,4,11,6,1,1,1,1
95.66,1,2,10,5,0,1,1,1
150,1,5,5,7,1,1,1,0
19.99,4,2,10,2,0,1,1,0
80.78,3,5,6,7,1,1,1,1
11.95,2,2,11,7,1,1,1,0
2.45,1,5,5,7,1,1,1,0
10.99,3,2,5,2,1,1,1,1
99.98,3,3,10,7,1,1,1,0
62.64,1,5,8,7,1,1,1,0
42.98,2,3,6,7,1,1,1,0
45.99,3,2,11,1,0,1,1,1
39.23,1,4,9,6,1,1,1,0
74.82,3,2,5,7,0,1,0,0
638.49,4,3,9,7,1,1,1,0
26.4,1,3,9,5,1,2,1,0
17.95,3,4,4,5,1,2,1,0
927.9,1,2,9,7,1,1,1,1
59.19,1,2,11,4,0,1,1,0
64.42,2,3,9,7,1,1,1,0
76.49,3,3,10,5,1,1,1,0
49.99,2,3,6,7,1,1,1,1
46.41,3,4,7,7,1,2,1,1
7.29,3,3,10,5,1,1,1,1
479.56,1,3,9,7,1,1,1,1
81.44,2,4,9,6,1,1,1,0
16.47,1,4,9,6,1,1,1,1
19,1,2,6,5,1,1,1,1
30.11,3,2,8,1,0,1,1,1
87.75,2,4,7,5,1,1,1,1
22.49,3,3,8,7,1,1,1,0
35.95,3,5,8,5,1,1,1,1
0.96,1,5,7,5,1,1,1,1
26.95,4,3,11,6,0,1,1,0
15.61,2,2,6,5,1,1,1,1
21.46,3,4,6,2,1,2,1,0
414.79,1,2,9,5,0,1,1,0
19.7,3,2,8,3,1,1,1,0
47,3,3,4,6,1,1,1,0
51.66,1,2,9,5,1,1,1,0
0.01,1,4,6,7,1,1,1,0
154.42,4,2,4,6,1,1,1,0
10.88,4,3,7,6,1,3,1,1
329.24,3,3,9,5,1,1,1,1
27.14,4,2,5,5,0,1,1,1
39.98,4,3,4,2,1,1,1,1
32.94,4,4,5,7,1,1,1,1
36.98,3,2,2,3,0,1,1,0
59.99,1,3,5,7,1,1,1,1
238.96,3,3,8,3,1,2,1,0
67.99,1,2,8,4,1,1,1,0
380.92,1,2,10,6,0,1,1,0
77.9,2,2,5,7,0,1,1,0
82.35,4,4,9,5,1,1,1,1
237.73,1,3,5,5,1,1,1,0
86.11,4,2,5,1,1,1,1,0
3.5,2,1,11,2,0,1,0,0
5,1,4,3,1,1,2,1,0
223.28,1,2,5,7,1,1,1,0
209.11,3,4,6,7,1,1,1,1
2.79,3,4,8,5,1,1,1,0
144.62,1,5,8,6,1,1,1,0
280.82,2,2,4,5,1,1,1,0
5.99,1,3,11,5,1,1,1,0
325.41,4,3,11,2,1,5,1,0
186.6,1,5,6,3,1,1,1,1
192.05,2,4,11,4,1,1,1,0
36.91,2,3,9,5,1,1,1,1
67.05,4,5,7,3,1,1,0,1
424.45,4,4,4,7,1,1,1,1
37.28,2,2,6,5,0,1,1,1
10,4,3,9,4,1,1,1,0
7.43,3,6,4,5,1,1,1,0
24.42,3,2,11,3,0,1,1,1
17.98,4,4,5,1,1,5,1,0
98.15,3,2,4,5,1,1,1,1
152.12,1,2,10,4,1,1,1,1
58.57,3,3,4,5,1,1,1,1
89.97,1,2,8,4,1,1,1,1
10.48,3,1,7,5,0,1,1,0
3.5,2,2,3,5,1,1,1,0
8.34,3,2,11,1,1,1,0,1
6.95,2,5,7,5,1,1,1,0
44.61,4,3,4,6,1,1,1,0
279.74,4,2,10,5,0,1,1,0
424.45,3,6,5,5,1,1,1,0
85.09,2,2,9,3,0,1,1,0
36.21,2,6,11,3,1,1,1,0
43.98,1,4,6,6,1,1,1,0
146.36,3,6,4,7,1,1,1,0
396.7,2,2,10,3,1,1,0,1
31.97,2,4,4,1,1,2,1,0
116.94,4,5,9,7,1,1,1,0
46.26,4,2,5,7,1,1,1,0
65.84,3,4,9,3,1,1,1,0
109.53,1,1,10,7,0,1,1,0
2287.04,2,3,4,2,1,1,1,0
57.13,3,4,6,3,1,1,1,0
391.32,3,4,9,4,1,1,1,0
19.95,4,4,9,6,1,1,1,0
280.57,2,4,8,7,1,1,1,0
64.42,1,2,7,4,1,1,0,1
22.45,1,6,7,5,1,1,1,0
29.98,3,3,6,5,1,1,1,0
1953.48,1,2,11,1,1,1,1,0
123.87,3,3,8,7,1,1,1,0
31.54,3,1,10,3,0,1,1,0
22.97,4,3,11,6,1,1,1,1
24.41,2,3,7,3,1,1,1,0
83.88,2,2,10,7,0,1,1,1
148.48,2,3,7,5,1,1,1,0
23.12,1,4,6,7,1,1,1,0
185.32,1,3,9,7,1,1,1,0
4.88,1,3,9,4,1,1,1,0
40.91,3,4,3,4,0,1,1,0
130.9,2,5,3,4,1,1,1,0
5.55,2,2,11,1,1,1,1,0
233.45,3,1,7,4,0,1,1,0
203.99,3,3,10,5,1,1,1,0
110.8,1,3,11,6,1,1,1,0
97.5,2,3,8,7,1,1,1,1
158.5,2,2,4,6,0,1,1,0
600.78,1,4,4,4,1,1,1,0
17.46,4,3,8,7,1,1,1,0
19.77,4,1,5,6,0,1,1,0
139.6,1,3,5,6,1,1,1,0
111.65,3,1,1,2,0,2,1,0
136.98,4,2,10,6,1,3,1,1
19.98,4,2,4,3,0,1,1,0
244.67,3,4,4,5,1,2,1,0
191.86,1,2,5,5,0,1,1,0
90.97,1,2,7,7,1,1,1,0
34.99,1,3,6,7,1,1,1,0
101.75,2,6,8,7,1,1,1,0
6.37,4,3,5,6,1,1,1,0
71.8,2,2,6,4,1,1,1,0
53.95,1,3,6,6,1,1,1,0
19.94,3,1,11,3,0,1,1,0
40.8,1,4,8,4,1,1,1,0
178.45,4,2,5,6,0,1,1,1
2.29,1,4,8,6,0,1,1,0
69.97,2,5,4,4,1,1,1,0
29.98,4,1,8,5,0,1,1,0
100.09,1,4,7,7,1,1,1,1
10.39,2,4,3,6,1,1,1,0
3.51,3,4,11,7,1,1,1,0
5,2,2,7,7,0,1,1,0
336.89,4,4,9,6,1,1,1,0
109.97,4,3,8,7,1,1,1,0
20.34,3,3,4,5,1,1,1,0
11.12,1,3,11,6,1,1,1,0
59.99,4,3,11,5,1,1,1,1
136.64,4,2,5,3,0,5,1,0
127.97,1,5,3,5,1,2,1,0
5.96,2,2,11,1,0,1,1,0
39.66,1,5,5,1,1,1,1,0
470.06,1,5,8,5,0,1,1,0
166.19,2,2,7,6,1,1,1,0
144.9,1,3,4,7,1,1,1,0
20.98,4,4,7,2,1,1,1,0
87.99,4,3,5,7,1,1,1,0
359,3,2,11,5,0,1,1,1
20.37,3,2,9,3,0,1,1,0
17.79,3,4,7,3,1,1,1,1
101.36,1,1,5,4,0,1,1,1
20.94,3,2,11,5,0,1,1,0
31.94,2,4,9,7,1,1,1,0
19.48,3,1,3,5,0,1,1,0
17.88,4,2,1,1,0,1,1,0
10.76,3,2,11,5,1,1,1,0
66.98,3,2,11,6,0,1,1,0
10.2,2,3,4,1,0,1,1,0
148.13,3,2,8,5,0,1,1,0
45,3,5,9,4,1,2,1,1
38.93,3,2,7,3,0,2,1,1
407.18,4,1,11,5,0,1,1,1
100.09,1,2,6,6,1,1,1,1
89.62,2,2,11,2,0,1,1,1
47.7,2,2,6,5,0,1,1,1
48.46,2,3,8,5,1,1,1,1
53.97,2,2,3,3,0,1,1,1
59.35,4,4,4,5,1,1,1,0
28.47,2,3,9,1,1,1,1,0
6.99,1,4,7,7,1,1,1,1
26.46,1,4,7,6,1,1,1,0
10.2,1,3,6,6,1,1,1,1
25.9,3,3,5,7,1,1,1,1
80.93,4,2,9,7,1,1,1,1
204.29,1,2,7,3,1,1,1,1
162.13,3,5,4,5,1,1,1,1
92.48,2,4,6,7,1,1,1,1
22.89,2,3,2,5,1,1,1,1
49.95,1,2,8,7,0,1,1,1
43.97,2,3,11,7,1,1,1,1
808.87,4,3,7,6,1,1,1,1
59.97,4,2,6,7,0,1,1,1
289.04,1,2,7,5,1,1,1,1
695.76,2,5,8,5,0,1,1,1
17.34,3,4,8,6,1,1,1,0
16.16,1,1,9,3,0,1,1,1
29.99,2,2,6,2,0,1,1,0
40.68,2,4,5,5,1,1,1,1
3.62,1,4,6,5,1,1,1,1
184.96,2,3,8,7,1,1,1,1
196.94,3,2,8,3,1,1,1,0
49,2,2,9,7,0,1,1,1
51.45,4,3,7,5,1,1,1,0
21.8,1,3,3,2,1,1,1,1
133.72,3,5,7,7,1,1,1,1
51.64,3,5,5,5,1,1,1,1
33.98,1,5,6,7,1,1,1,0
3.99,3,3,7,1,1,1,1,1
7.98,3,4,7,5,1,1,1,1
299.99,2,3,6,1,1,1,1,0
37.97,4,3,9,2,1,5,1,1
10.88,3,2,5,4,0,1,1,0
65.4,3,3,10,5,1,1,1,1
19.92,3,2,4,6,0,1,1,1
43.98,1,4,6,5,1,1,1,1
20.34,4,3,10,2,1,5,1,1
14.93,2,2,8,2,1,1,0,1
37.43,1,5,11,5,1,1,1,0
12.94,3,3,11,5,1,1,1,0
22.94,3,4,4,5,1,1,1,0
0.44,3,2,11,1,1,1,1,0
185.7,4,4,10,5,1,1,1,0
60.6,2,4,6,4,1,2,1,0
11.99,1,4,8,7,1,1,1,0
119.99,3,2,9,7,1,1,1,0
164.21,2,4,9,6,1,1,1,1
7.49,2,6,8,4,1,1,1,0
53.95,1,5,6,7,1,1,1,0
1607.49,1,4,8,1,1,2,1,1
24.18,1,4,11,3,1,1,1,0
11.26,4,2,5,6,0,2,1,0
65.96,3,2,10,6,1,1,1,0
25.9,3,3,5,5,1,1,1,0
270.35,3,5,8,7,1,1,1,0
262.8,4,2,10,6,1,1,1,0
57.03,3,2,10,3,0,1,1,0
5.28,4,2,7,4,1,1,1,0
337.84,1,1,8,7,0,1,1,0
233.85,2,2,8,3,0,1,0,0
665.52,4,2,8,6,0,1,1,0
19.99,4,2,5,6,1,1,1,0
24,3,3,6,4,1,1,1,0
21.82,3,2,7,7,0,1,1,1
29.72,3,2,5,3,0,1,1,0
64.85,2,6,5,7,1,1,1,0
8.75,3,3,6,6,1,1,1,0
13.37,3,3,5,7,1,1,1,0
10.85,1,3,11,6,1,1,1,0
19.99,1,3,11,5,1,1,1,0
31.59,3,3,8,2,1,1,1,0
117.86,3,2,6,3,1,1,1,1
120.81,4,2,5,6,0,1,1,0
0.05,2,6,5,5,1,1,1,1
21.98,1,2,5,5,0,1,0,0
4,2,5,7,3,1,1,1,0
397.89,4,3,9,7,1,1,1,1
3159.16,4,2,7,2,0,1,1,0
38.95,2,3,5,7,1,1,1,0
5.7,3,5,8,7,1,1,1,1
284.13,4,3,6,7,1,1,1,0
71.95,3,4,8,5,1,1,1,1
18.45,4,2,11,4,0,1,1,1
89.98,3,3,8,1,1,1,1,0
18.93,1,4,7,7,1,1,1,0
149.97,1,2,11,7,1,1,1,1
5.98,1,5,11,1,0,1,1,0
29.58,3,3,4,1,0,1,1,0
79.99,3,2,6,5,0,1,1,0
114.89,3,2,2,5,1,1,1,0
27.52,3,2,8,6,0,1,1,0
8.54,2,1,7,6,0,1,1,0
86.78,4,4,7,7,0,1,1,0
57.72,4,3,9,7,1,1,1,1
100.33,1,1,6,6,0,1,1,0
86.23,4,3,11,7,1,1,1,1
879.31,1,2,7,3,1,1,0,0
359.93,3,2,11,2,1,1,1,1
8.95,4,3,10,1,1,1,1,0
17.37,1,2,11,6,1,1,1,0
6.98,1,2,6,7,0,1,1,0
98.76,3,4,9,6,1,2,1,1
45.73,3,3,9,3,1,1,1,0
3.18,4,3,6,1,1,5,1,0
26.87,1,3,4,2,1,1,1,0
386.92,4,3,10,7,1,1,1,0
10.99,3,2,5,7,0,1,1,0
39.98,2,4,6,5,1,1,1,0
11.55,3,2,8,5,0,1,0,0
457.67,3,3,8,3,1,1,1,0
55.92,4,1,6,5,0,1,1,0
118.73,2,4,7,5,1,1,1,0
38.99,2,2,4,7,0,1,1,0
192.46,2,3,11,7,1,1,1,0
39.99,4,3,8,7,1,1,1,0
510.68,1,4,5,1,1,1,1,0
209.85,3,6,6,7,1,1,1,0
119.21,1,2,9,7,0,1,1,1
13.46,3,5,8,5,0,1,1,0
27.7,1,2,3,1,0,1,1,0
13.97,1,1,8,5,0,1,1,1
277.27,3,2,7,2,0,2,1,0
39.94,2,3,11,5,1,1,1,0
83.04,1,4,9,6,1,1,1,1
8.53,2,3,4,1,1,2,0,0
20.95,4,2,9,1,1,1,0,0
24.95,1,4,8,6,1,1,1,0
92.7,1,2,11,5,1,1,1,0
9.95,2,2,8,1,0,1,1,0
31.4,3,3,9,5,1,1,1,1
67.38,3,3,6,4,1,1,0,0
66.76,1,2,9,6,0,1,1,0
113.83,3,4,9,7,1,1,1,0
79.57,1,1,7,5,0,1,1,0
97.97,4,2,7,2,0,1,1,0
22.38,3,3,7,6,1,1,1,0
59,3,2,4,5,0,1,1,0
33.3,4,2,3,6,0,1,1,1
34.25,1,6,6,3,1,2,1,0
7.99,3,2,5,3,1,1,1,0
31.47,3,4,11,4,1,2,1,0
9.43,3,2,3,3,0,1,1,0
402.31,3,3,11,7,1,1,1,0
119.94,3,5,9,6,1,1,1,1
237.3,2,2,11,4,1,1,1,0
214.9,3,3,4,3,1,2,1,0
21.94,2,4,4,5,1,1,1,0
39.99,4,3,8,5,1,1,1,0
99.89,4,2,11,7,1,1,1,0
25.82,2,2,3,6,1,1,1,0
3.99,3,2,11,1,0,1,1,0
99.99,3,2,9,1,1,1,1,0
47.98,3,2,8,3,0,1,1,0
130.65,1,4,9,7,1,1,1,0
77.48,1,4,6,6,1,1,1,0
77.24,2,4,7,7,1,1,1,0
203.73,1,2,5,6,0,1,1,0
205.51,1,2,2,5,1,1,1,0
205.28,3,1,9,1,0,1,1,0
90.92,1,2,4,3,0,1,1,1
14.93,2,4,8,5,1,1,1,0
18.49,3,4,11,4,1,1,1,1
10.49,3,1,6,6,0,1,1,0
1.9,1,4,8,5,1,1,1,0
46.19,1,2,9,7,0,1,1,0
4.99,3,1,6,1,0,1,1,0
46.32,2,2,9,7,0,2,1,1
3.99,4,2,6,1,1,1,1,0
450.97,2,2,9,1,1,1,1,0
104.99,2,5,7,7,1,1,1,0
17.97,4,2,5,2,1,5,1,0
556.69,3,3,10,7,1,1,1,0
167,1,4,8,7,1,1,1,0
87.94,3,3,10,3,1,1,1,0
84.29,1,5,11,7,1,1,1,0
23.98,3,2,7,7,1,1,1,0
23.85,3,2,7,4,0,1,1,0
31.75,4,2,5,5,0,2,1,0
12.99,2,2,4,4,0,1,1,0
29.99,2,3,8,6,1,1,1,0
31.99,2,3,9,7,1,1,1,0
157.75,4,1,10,7,0,1,1,0
25.98,4,4,6,7,1,5,1,1
33.98,1,2,11,3,0,1,1,1
49.95,1,4,10,6,1,1,1,0
54,1,3,6,7,1,1,1,0
79.8,2,2,8,3,1,1,1,0
142.84,3,2,7,4,1,1,1,1
43.48,4,2,6,7,0,1,1,0
12.69,1,4,8,5,1,1,1,0
63.14,3,4,8,7,1,2,1,0
54.07,1,4,9,5,1,1,1,0
234.95,4,3,7,2,1,1,1,0
47.9,2,3,10,7,1,1,1,1
37.33,1,3,5,5,1,1,1,0
168.34,3,4,4,1,1,2,1,1
136.03,4,4,6,7,1,1,1,0
13.95,4,3,11,1,1,1,1,0
47.53,2,3,4,2,0,1,0,1
113.07,2,1,6,3,0,1,1,0
18.48,3,3,4,2,1,1,1,1
134.94,2,1,7,5,0,1,1,0
26.13,2,5,7,5,1,1,1,0
2.41,3,3,10,5,1,1,1,0
92.39,3,4,7,5,1,1,1,0
